checkpoint,metric_class,metric,frame,cohort,value,tier,source_evidence_id
olmo31-think,causal_trajectory,bank_S_direct_specific_ci95_low,common,all_four_common_cohort_equal_family,-0.2476197851501467,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_S_direct_specific_ci95_high,common,all_four_common_cohort_equal_family,-0.07634227470027437,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_F_direct_specific,common,all_four_common_cohort_equal_family,0.03818563340284642,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_S_composed_specific,common,all_four_common_cohort_equal_family,0.0154165097649264,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_S_composed_specific_ci95_low,common,all_four_common_cohort_equal_family,-0.032505135242347875,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_S_composed_specific_ci95_high,common,all_four_common_cohort_equal_family,0.08678490686346768,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_F_composed_specific,common,all_four_common_cohort_equal_family,-0.08074245450027434,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_S_composition_specific,common,all_four_common_cohort_equal_family,0.17014846764162514,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_S_composition_specific_ci95_low,common,all_four_common_cohort_equal_family,0.09186829862359444,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_S_composition_specific_ci95_high,common,all_four_common_cohort_equal_family,0.2610343150468542,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_F_composition_specific,common,all_four_common_cohort_equal_family,-0.11892808790312076,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_direct_specific,own,all_four_common_cohort_equal_family,-0.015453619138433546,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_direct_specific_ci95_low,own,all_four_common_cohort_equal_family,-0.05777143712923349,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_direct_specific_ci95_high,own,all_four_common_cohort_equal_family,0.025449964047772538,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_F_direct_specific,own,all_four_common_cohort_equal_family,0.08806311892239473,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composed_specific,own,all_four_common_cohort_equal_family,0.019031346864614853,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composed_specific_ci95_low,own,all_four_common_cohort_equal_family,-0.015705142446403284,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composed_specific_ci95_high,own,all_four_common_cohort_equal_family,0.06251062999962248,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_F_composed_specific,own,all_four_common_cohort_equal_family,0.05054128157928822,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composition_specific,own,all_four_common_cohort_equal_family,0.0344849660030484,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composition_specific_ci95_low,own,all_four_common_cohort_equal_family,-0.005847213335937873,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composition_specific_ci95_high,own,all_four_common_cohort_equal_family,0.07559272717095582,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_F_composition_specific,own,all_four_common_cohort_equal_family,-0.037521837343106504,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_direct_specific,common,all_four_common_cohort_equal_family,-0.03137253713691333,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_direct_specific_ci95_low,common,all_four_common_cohort_equal_family,-0.07089368141629486,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_direct_specific_ci95_high,common,all_four_common_cohort_equal_family,0.006792656477473964,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_F_direct_specific,common,all_four_common_cohort_equal_family,0.03698628956250244,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composed_specific,common,all_four_common_cohort_equal_family,0.01878568237126969,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composed_specific_ci95_low,common,all_four_common_cohort_equal_family,-0.04397110072289839,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composed_specific_ci95_high,common,all_four_common_cohort_equal_family,0.09457195480124722,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_F_composed_specific,common,all_four_common_cohort_equal_family,0.07050441653567623,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composition_specific,common,all_four_common_cohort_equal_family,0.05015821950818302,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composition_specific_ci95_low,common,all_four_common_cohort_equal_family,-0.013233363957586014,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composition_specific_ci95_high,common,all_four_common_cohort_equal_family,0.11885645403051642,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_F_composition_specific,common,all_four_common_cohort_equal_family,0.03351812697317378,development,p4-lineage-common-cohort-analysis-olmo-dev-v1
olmo3-base,causal_trajectory,bank_F_composed_specific,common,per_checkpoint_capability_cohort_equal_family,0.0145496589983669,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-think,causal_trajectory,bank_F_composed_specific,common,per_checkpoint_capability_cohort_equal_family,-0.0164245906865139,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_F_composed_specific,common,per_checkpoint_capability_cohort_equal_family,-0.1314272563557224,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_F_composed_specific,common,per_checkpoint_capability_cohort_equal_family,0.0271461787987749,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-base,causal_trajectory,bank_F_composed_specific,own,per_checkpoint_capability_cohort_equal_family,0.0145496589983669,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-think,causal_trajectory,bank_F_composed_specific,own,per_checkpoint_capability_cohort_equal_family,0.0818205344109519,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_F_composed_specific,own,per_checkpoint_capability_cohort_equal_family,-0.0416019356550859,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_F_composed_specific,own,per_checkpoint_capability_cohort_equal_family,-0.066215541215694,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-base,causal_trajectory,bank_F_composed_minus_direct_specific,common,per_checkpoint_capability_cohort_equal_family,-0.0099812592489994,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-think,causal_trajectory,bank_F_composed_minus_direct_specific,common,per_checkpoint_capability_cohort_equal_family,-0.017465579582566,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_F_composed_minus_direct_specific,common,per_checkpoint_capability_cohort_equal_family,-0.0557087925405914,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_F_composed_minus_direct_specific,common,per_checkpoint_capability_cohort_equal_family,0.0382156237344657,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-base,causal_trajectory,bank_F_composed_minus_direct_specific,own,per_checkpoint_capability_cohort_equal_family,-0.0099812592489994,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-think,causal_trajectory,bank_F_composed_minus_direct_specific,own,per_checkpoint_capability_cohort_equal_family,0.0244316659488878,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_F_composed_minus_direct_specific,own,per_checkpoint_capability_cohort_equal_family,-0.0348963248038982,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_F_composed_minus_direct_specific,own,per_checkpoint_capability_cohort_equal_family,-0.1093743948225792,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-base,causal_trajectory,bank_F_direct_specific,common,per_checkpoint_capability_cohort_equal_family,0.0245309182473663,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-think,causal_trajectory,bank_F_direct_specific,common,per_checkpoint_capability_cohort_equal_family,0.0010409888960521,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_F_direct_specific,common,per_checkpoint_capability_cohort_equal_family,-0.075718463815131,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_F_direct_specific,common,per_checkpoint_capability_cohort_equal_family,-0.0110694449356907,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-base,causal_trajectory,bank_F_direct_specific,own,per_checkpoint_capability_cohort_equal_family,0.0245309182473663,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-think,causal_trajectory,bank_F_direct_specific,own,per_checkpoint_capability_cohort_equal_family,0.0573888684620641,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_F_direct_specific,own,per_checkpoint_capability_cohort_equal_family,-0.0067056108511877,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_F_direct_specific,own,per_checkpoint_capability_cohort_equal_family,0.0431588536068852,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-base,causal_trajectory,bank_S_composed_specific,common,per_checkpoint_capability_cohort_equal_family,0.0020703588213239,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-think,causal_trajectory,bank_S_composed_specific,common,per_checkpoint_capability_cohort_equal_family,-0.0418769939322142,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_S_composed_specific,common,per_checkpoint_capability_cohort_equal_family,-0.0380962636150223,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composed_specific,common,per_checkpoint_capability_cohort_equal_family,-0.0045458514413367,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-base,causal_trajectory,bank_S_composed_specific,own,per_checkpoint_capability_cohort_equal_family,0.0020703588213239,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-think,causal_trajectory,bank_S_composed_specific,own,per_checkpoint_capability_cohort_equal_family,-0.0552928567827043,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_S_composed_specific,own,per_checkpoint_capability_cohort_equal_family,-0.0490990996319931,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composed_specific,own,per_checkpoint_capability_cohort_equal_family,-0.017672245377039,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-base,causal_trajectory,bank_S_composed_minus_direct_specific,common,per_checkpoint_capability_cohort_equal_family,0.0015722666113149,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-think,causal_trajectory,bank_S_composed_minus_direct_specific,common,per_checkpoint_capability_cohort_equal_family,0.0555546148754064,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_S_composed_minus_direct_specific,common,per_checkpoint_capability_cohort_equal_family,0.1166060623157312,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composed_minus_direct_specific,common,per_checkpoint_capability_cohort_equal_family,0.0333437674883974,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-base,causal_trajectory,bank_S_composed_minus_direct_specific,own,per_checkpoint_capability_cohort_equal_family,0.0015722666113149,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-think,causal_trajectory,bank_S_composed_minus_direct_specific,own,per_checkpoint_capability_cohort_equal_family,0.0724239224553226,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_S_composed_minus_direct_specific,own,per_checkpoint_capability_cohort_equal_family,0.1182755668202349,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_composed_minus_direct_specific,own,per_checkpoint_capability_cohort_equal_family,0.0047469240459909,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-base,causal_trajectory,bank_S_direct_specific,common,per_checkpoint_capability_cohort_equal_family,0.0004980922100089,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-think,causal_trajectory,bank_S_direct_specific,common,per_checkpoint_capability_cohort_equal_family,-0.0974316088076207,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_S_direct_specific,common,per_checkpoint_capability_cohort_equal_family,-0.1547023259307535,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_direct_specific,common,per_checkpoint_capability_cohort_equal_family,-0.0378896189297342,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-base,causal_trajectory,bank_S_direct_specific,own,per_checkpoint_capability_cohort_equal_family,0.0004980922100089,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-think,causal_trajectory,bank_S_direct_specific,own,per_checkpoint_capability_cohort_equal_family,-0.127716779238027,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-think,causal_trajectory,bank_S_direct_specific,own,per_checkpoint_capability_cohort_equal_family,-0.1673746664522281,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo31-instruct,causal_trajectory,bank_S_direct_specific,own,per_checkpoint_capability_cohort_equal_family,-0.0224191694230299,development,p4-lineage-trajectory-analysis-olmo-dev-v1
olmo3-think-sft,stage_wedge,capable_rate,generation,battery_972,0.006172839506172839,development,ol2-stage-wedge-think-sft-tier1-v1
olmo3-think-sft,stage_wedge,bank_s_capable_rate,generation,battery_972,0.008333333333333333,development,ol2-stage-wedge-think-sft-tier1-v1
olmo3-think-sft,stage_wedge,bank_s_direct_composed_capable_facts,generation,battery_972,0,development,ol2-stage-wedge-think-sft-tier1-v1
olmo3-think-sft,stage_wedge,bank_s_intervention_effect,own,stage_cohort,capability_gated_missing,development,ol2-stage-wedge-think-sft-tier1-v1
olmo3-think-dpo,stage_wedge,capable_rate,generation,battery_972,0.0030864197530864196,development,ol2-stage-wedge-think-dpo-tier1-v1
olmo3-think-dpo,stage_wedge,bank_s_capable_rate,generation,battery_972,0.002777777777777778,development,ol2-stage-wedge-think-dpo-tier1-v1
olmo3-think-dpo,stage_wedge,bank_s_direct_composed_capable_facts,generation,battery_972,0,development,ol2-stage-wedge-think-dpo-tier1-v1
olmo3-think-dpo,stage_wedge,bank_s_intervention_effect,own,stage_cohort,capability_gated_missing,development,ol2-stage-wedge-think-dpo-tier1-v1
think_sft__think_dpo,stage_wedge,transition_incapable_both,generation,battery_972_paired,965,development,ol2-stage-wedge-joint-analysis-v1
think_sft__think_dpo,stage_wedge,transition_capable_both,generation,battery_972_paired,2,development,ol2-stage-wedge-joint-analysis-v1
think_sft__think_dpo,stage_wedge,transition_lost_at_dpo,generation,battery_972_paired,4,development,ol2-stage-wedge-joint-analysis-v1
think_sft__think_dpo,stage_wedge,transition_onset_at_dpo,generation,battery_972_paired,1,development,ol2-stage-wedge-joint-analysis-v1
think_sft__think_dpo,stage_wedge,route,generation,battery_972_paired,null_or_unresolved,development,ol2-stage-wedge-joint-analysis-v1
think_sft__think_dpo,stage_wedge,stage_effect_contrasts,own,stage_cohort,capability_gated_missing,development,ol2-stage-wedge-joint-analysis-v1
olmo3-base,h6_transport,measurement_eligible,residual_stream,frozen_ladder_336rows,34,methods,ol2-transport-validation-base-v1
olmo3-base,h6_transport,decision_eligible,residual_stream,frozen_ladder_336rows,13,methods,ol2-transport-validation-base-v1
olmo3-base,h6_transport,passing_rows,residual_stream,frozen_ladder_336rows,9,methods,ol2-transport-validation-base-v1
olmo3-base,h6_transport,max_backend_tangent_relative_error,residual_stream,frozen_ladder_336rows,0.02216238880688507,methods,ol2-transport-validation-base-v1
olmo3-base,h6_transport,l56_eps0p10_passage_fraction,residual_stream,cell_12rows,0.75,methods,ol2-transport-validation-base-v1
olmo3-base,h6_transport,route,residual_stream,frozen_ladder_336rows,no_common_licensed_regime_measured,methods,ol2-transport-validation-base-v1
olmo3-base,h6_transport,common_assay_valid_epsilons,residual_stream,frozen_ladder_336rows,none_measured,methods,ol2-transport-validation-base-v1
olmo3-base,h6_transport,late_anchor_valid_epsilons,residual_stream,frozen_ladder_336rows,none_measured,methods,ol2-transport-validation-base-v1
olmo31-think,h6_transport,measurement_eligible,residual_stream,frozen_ladder_336rows,77,methods,ol2-transport-validation-olmo31-think-v1
olmo31-think,h6_transport,decision_eligible,residual_stream,frozen_ladder_336rows,37,methods,ol2-transport-validation-olmo31-think-v1
olmo31-think,h6_transport,passing_rows,residual_stream,frozen_ladder_336rows,12,methods,ol2-transport-validation-olmo31-think-v1
olmo31-think,h6_transport,max_backend_tangent_relative_error,residual_stream,frozen_ladder_336rows,0.025295454600777884,methods,ol2-transport-validation-olmo31-think-v1
olmo31-think,h6_transport,l56_eps0p10_passage_fraction,residual_stream,cell_12rows,1.0,methods,ol2-transport-validation-olmo31-think-v1
olmo31-think,h6_transport,route,residual_stream,frozen_ladder_336rows,late_only_regime_measured,methods,ol2-transport-validation-olmo31-think-v1
olmo31-think,h6_transport,common_assay_valid_epsilons,residual_stream,frozen_ladder_336rows,none_measured,methods,ol2-transport-validation-olmo31-think-v1
olmo31-think,h6_transport,late_anchor_valid_epsilons,residual_stream,frozen_ladder_336rows,[0.1],methods,ol2-transport-validation-olmo31-think-v1
joint,h6_transport,intrinsic_joint_route,residual_stream,both_checkpoints_672rows,h6_fail_in_band_with_checkpoint_specific_late_anchor,methods,ol2-transport-validation-joint-v1
joint,h6_transport,relevant_dose_route,residual_stream,registered_dose_tables,unresolved_missing_registered_site_dose_records,methods,ol2-transport-validation-joint-v1
joint,h6_transport,backend_relative_error_ceiling,residual_stream,imported_gemma_calibration,0.07870368901355948,methods,ol2-gemma-backend-calibration-import-v1
joint,h6_transport,intervention_distribution_coverage,residual_stream,registered_dose_tables,unresolved_missing_registered_site_dose_records,methods,ol2-transport-validation-joint-v1
olmo31-think__olmo31-instruct,bank_w_planning,n_shared_capable_families,pair,bank_w_24_families,16,methods,ol2-bank-w-olmo-pair-power-v1
olmo31-think__olmo31-instruct,bank_w_planning,power_at_shared_support,pair,sesoi_0.1585nat_sd0.23_t5,0.7788,methods,ol2-bank-w-olmo-pair-power-v1
olmo31-think__olmo31-instruct,bank_w_planning,minimum_families_for_power_target,pair,sesoi_0.1585nat_sd0.23_t5,18,methods,ol2-bank-w-olmo-pair-power-v1
olmo31-think__olmo31-instruct,bank_w_planning,power_target,pair,sesoi_0.1585nat_sd0.23_t5,0.8,methods,ol2-bank-w-olmo-pair-power-v1
olmo31-think__olmo31-instruct,bank_w_planning,route,pair,sesoi_0.1585nat_sd0.23_t5,not-powered-at-current-support,methods,ol2-bank-w-olmo-pair-power-v1
olmo31-think__olmo31-instruct,bank_w_planning,type_i_all_pass,pair,null_calibration_4_scenarios,True,methods,ol2-bank-w-olmo-pair-power-v1
olmo31-think__olmo31-instruct,bank_w_planning,sesoi_endpoint_nats,pair,load_2_to_6,0.15849625007211562,methods,ol2-bank-w-olmo-pair-power-v1
olmo31-think__olmo31-instruct,bank_w_planning,family_sd_nats,pair,registered_variance_ruler,0.23,methods,ol2-bank-w-olmo-pair-power-v1
olmo31-think,bank_w_capability,n_capable_families,generation,bank_w_24_families,17,development,ol-bank-w-capability-olmo31-think-dev-v1
olmo31-instruct,bank_w_capability,n_capable_families,generation,bank_w_24_families,17,development,ol-bank-w-capability-olmo31-instruct-dev-v1
qwen36-27b,bank_w_capability,n_capable_families,generation,bank_w_24_families,20,development,p4-bank-w-capability-qwen36-27b-dev-v1
joint_think_instruct_qwen,bank_w_capability,n_joint_common_capable_families,generation,bank_w_24_families,16,development,ol-bank-w-capability-joint-dev-v1
joint_think_instruct_qwen,bank_w_capability,minimum_joint_common_families,generation,bank_w_24_families,20,development,ol-bank-w-capability-joint-dev-v1
joint_think_instruct_qwen,bank_w_capability,bank_w_intervention,generation,bank_w_24_families,blocked_insufficient_common_support,development,ol-bank-w-capability-joint-dev-v1
