prompt,seq_len,n_valid,seconds,max_jacobian_norm_over_sqrt_d,max_d_mean,sources
504,128,111,163.0,8.012,0.00826,plain:qwen_continuation_draw_a_n1000_20260801.log
505,128,111,164.0,4.893,0.00502,plain:qwen_continuation_draw_a_n1000_20260801.log
506,128,111,164.0,5.527,0.00549,plain:qwen_continuation_draw_a_n1000_20260801.log
507,128,111,163.0,14.53,0.0149,plain:qwen_continuation_draw_a_n1000_20260801.log
508,128,111,165.0,12.545,0.0131,plain:qwen_continuation_draw_a_n1000_20260801.log
509,128,111,164.0,11.118,0.0118,plain:qwen_continuation_draw_a_n1000_20260801.log
510,128,111,163.0,9.642,0.00985,plain:qwen_continuation_draw_a_n1000_20260801.log
511,128,111,164.0,12.501,0.0128,plain:qwen_continuation_draw_a_n1000_20260801.log
512,128,111,164.0,8.439,0.00856,plain:qwen_continuation_draw_a_n1000_20260801.log
513,128,111,163.0,11.579,0.0118,plain:qwen_continuation_draw_a_n1000_20260801.log
514,128,111,165.0,14.016,0.0144,plain:qwen_continuation_draw_a_n1000_20260801.log
515,128,111,164.0,5.531,0.00555,plain:qwen_continuation_draw_a_n1000_20260801.log
516,128,111,163.0,16.572,0.0168,plain:qwen_continuation_draw_a_n1000_20260801.log
517,128,111,165.0,7.697,0.0077,plain:qwen_continuation_draw_a_n1000_20260801.log
518,128,111,163.0,6.755,0.00658,plain:qwen_continuation_draw_a_n1000_20260801.log
519,128,111,163.0,3.537,0.00358,plain:qwen_continuation_draw_a_n1000_20260801.log
520,128,111,164.0,7.527,0.00751,plain:qwen_continuation_draw_a_n1000_20260801.log
521,128,111,163.0,5.487,0.0054,plain:qwen_continuation_draw_a_n1000_20260801.log
522,128,111,163.0,7.706,0.0077,plain:qwen_continuation_draw_a_n1000_20260801.log
523,128,111,165.0,15.895,0.0163,plain:qwen_continuation_draw_a_n1000_20260801.log
524,128,111,164.0,11.324,0.0113,plain:qwen_continuation_draw_a_n1000_20260801.log
525,126,109,163.0,6.654,0.00651,plain:qwen_continuation_draw_a_n1000_20260801.log
526,128,111,165.0,7.514,0.0076,plain:qwen_continuation_draw_a_n1000_20260801.log
527,128,111,163.0,8.799,0.00869,plain:qwen_continuation_draw_a_n1000_20260801.log
528,128,111,163.0,3.614,0.00367,plain:qwen_continuation_draw_a_n1000_20260801.log
529,128,111,165.0,13.982,0.0139,plain:qwen_continuation_draw_a_n1000_20260801.log
530,128,111,163.0,5.924,0.00577,plain:qwen_continuation_draw_a_n1000_20260801.log
531,128,111,163.0,14.527,0.0148,plain:qwen_continuation_draw_a_n1000_20260801.log
532,128,111,164.0,15.206,0.0173,plain:qwen_continuation_draw_a_n1000_20260801.log
533,128,111,163.0,6.046,0.00598,plain:qwen_continuation_draw_a_n1000_20260801.log
534,128,111,163.0,5.857,0.00573,plain:qwen_continuation_draw_a_n1000_20260801.log
535,128,111,165.0,5.379,0.0052,plain:qwen_continuation_draw_a_n1000_20260801.log
536,128,111,163.0,7.766,0.00747,plain:qwen_continuation_draw_a_n1000_20260801.log
537,128,111,163.0,6.283,0.00608,plain:qwen_continuation_draw_a_n1000_20260801.log
538,128,111,165.0,5.023,0.00511,plain:qwen_continuation_draw_a_n1000_20260801.log
539,128,111,164.0,7.583,0.00736,plain:qwen_continuation_draw_a_n1000_20260801.log
540,116,99,159.0,7.348,0.0069,plain:qwen_continuation_draw_a_n1000_20260801.log
541,128,111,164.0,25.727,0.0252,plain:qwen_continuation_draw_a_n1000_20260801.log
542,128,111,163.0,36.435,0.0357,plain:qwen_continuation_draw_a_n1000_20260801.log
543,128,111,163.0,6.754,0.00642,plain:qwen_continuation_draw_a_n1000_20260801.log
544,128,111,164.0,3.699,0.00356,plain:qwen_continuation_draw_a_n1000_20260801.log
545,128,111,164.0,5.074,0.00488,plain:qwen_continuation_draw_a_n1000_20260801.log
546,128,111,163.0,7.281,0.00709,plain:qwen_continuation_draw_a_n1000_20260801.log
547,128,111,164.0,10.823,0.0104,plain:qwen_continuation_draw_a_n1000_20260801.log
548,128,111,164.0,7.144,0.00672,plain:qwen_continuation_draw_a_n1000_20260801.log
549,128,111,163.0,6.292,0.00603,plain:qwen_continuation_draw_a_n1000_20260801.log
550,128,111,165.0,8.293,0.00878,plain:qwen_continuation_draw_a_n1000_20260801.log
551,128,111,164.0,12.22,0.0123,plain:qwen_continuation_draw_a_n1000_20260801.log
552,128,111,163.0,7.515,0.0078,plain:qwen_continuation_draw_a_n1000_20260801.log
553,128,111,165.0,15.607,0.015,plain:qwen_continuation_draw_a_n1000_20260801.log
554,128,111,164.0,6.715,0.00681,plain:qwen_continuation_draw_a_n1000_20260801.log
555,128,111,209.0,20.956,0.0199,codex-tool-output:6adb27484077
556,128,111,166.0,13.241,0.0126,codex-tool-output:6adb27484077
557,128,111,164.0,5.73,0.00538,codex-tool-output:6adb27484077
558,128,111,164.0,8.564,0.00781,codex-tool-output:6adb27484077
559,128,111,165.0,9.796,0.0091,codex-tool-output:6adb27484077
560,128,111,165.0,8.436,0.00769,codex-tool-output:6adb27484077
561,128,111,164.0,12.723,0.012,codex-tool-output:6adb27484077
562,128,111,165.0,8.849,0.00837,codex-tool-output:6adb27484077
563,128,111,165.0,6.18,0.00562,codex-tool-output:6adb27484077
564,128,111,164.0,7.159,0.00663,codex-tool-output:6adb27484077
565,128,111,165.0,4.351,0.00402,codex-tool-output:6adb27484077
566,128,111,165.0,7.02,0.00657,codex-tool-output:6adb27484077
567,128,111,164.0,8.175,0.00752,codex-tool-output:6adb27484077
568,128,111,164.0,7.602,0.00712,codex-tool-output:6adb27484077
569,128,111,164.0,15.501,0.0145,codex-tool-output:6adb27484077
570,128,111,164.0,9.704,0.00897,codex-tool-output:6adb27484077
571,128,111,166.0,8.157,0.00766,codex-tool-output:6adb27484077
572,115,98,160.0,7.085,0.00657,codex-tool-output:6adb27484077
573,126,109,164.0,6.644,0.00613,codex-tool-output:6adb27484077
574,128,111,165.0,14.717,0.0136,codex-tool-output:6adb27484077
575,128,111,165.0,8.012,0.00768,codex-tool-output:6adb27484077
576,128,111,164.0,8.85,0.00813,codex-tool-output:6adb27484077
577,128,111,165.0,6.702,0.00614,codex-tool-output:6adb27484077
578,128,111,165.0,64.718,0.0736,codex-tool-output:6adb27484077
579,128,111,164.0,29.085,0.0275,codex-tool-output:6adb27484077
580,128,111,166.0,16.237,0.0149,codex-tool-output:6adb27484077
581,128,111,165.0,6.296,0.00568,codex-tool-output:6adb27484077
582,128,111,165.0,8.114,0.00726,codex-tool-output:6adb27484077
583,128,111,165.0,8.475,0.00775,codex-tool-output:6adb27484077
584,128,111,165.0,8.115,0.00729,codex-tool-output:6adb27484077
585,128,111,164.0,9.3,0.00835,codex-tool-output:6adb27484077
586,128,111,166.0,4.591,0.00404,codex-tool-output:6adb27484077
587,128,111,165.0,18.844,0.0172,codex-tool-output:6adb27484077
588,128,111,164.0,14.53,0.013,codex-tool-output:6adb27484077
589,128,111,166.0,4.785,0.00427,codex-tool-output:6adb27484077
590,128,111,165.0,4.924,0.00448,codex-tool-output:6adb27484077
591,128,111,164.0,9.966,0.00889,codex-tool-output:6adb27484077
592,128,111,166.0,18.045,0.0163,codex-tool-output:6adb27484077
593,128,111,165.0,14.367,0.0129,codex-tool-output:6adb27484077
594,128,111,164.0,8.749,0.00792,codex-tool-output:6adb27484077
595,128,111,166.0,6.297,0.00562,codex-tool-output:6adb27484077
596,128,111,165.0,14.624,0.013,codex-tool-output:6adb27484077
597,128,111,164.0,6.534,0.00583,codex-tool-output:6adb27484077
598,128,111,165.0,7.228,0.00628,codex-tool-output:6adb27484077
599,128,111,165.0,13.158,0.0117,codex-tool-output:6adb27484077
600,128,111,165.0,7.979,0.00692,codex-tool-output:6adb27484077
601,128,111,166.0,14.406,0.0126,codex-tool-output:6adb27484077
602,128,111,165.0,4.793,0.00432,codex-tool-output:6adb27484077
603,128,111,164.0,6.868,0.00596,codex-tool-output:6adb27484077
604,128,111,165.0,6.442,0.00564,codex-tool-output:6adb27484077
605,128,111,165.0,16.953,0.015,codex-tool-output:6adb27484077
606,128,111,164.0,7.106,0.0065,codex-tool-output:6adb27484077
607,128,111,165.0,6.483,0.00575,codex-tool-output:6adb27484077
608,128,111,164.0,4.442,0.00383,codex-tool-output:6adb27484077
609,128,111,165.0,4.146,0.00359,codex-tool-output:6adb27484077
610,128,111,165.0,8.282,0.00726,codex-tool-output:6adb27484077
611,128,111,165.0,6.213,0.00542,codex-tool-output:6adb27484077
612,128,111,165.0,151.626,0.134,codex-tool-output:6adb27484077
613,128,111,166.0,7.312,0.00643,codex-tool-output:6adb27484077
614,128,111,165.0,10.174,0.00877,codex-tool-output:6adb27484077
615,128,111,165.0,5.017,0.00437,codex-tool-output:6adb27484077
616,128,111,166.0,231.101,0.202,codex-tool-output:6adb27484077
617,128,111,165.0,9.964,0.00815,codex-tool-output:6adb27484077
618,128,111,164.0,6.611,0.00555,codex-tool-output:6adb27484077
619,128,111,166.0,13.405,0.0113,codex-tool-output:6adb27484077
620,128,111,165.0,4.442,0.00346,codex-tool-output:6adb27484077
621,128,111,164.0,11.063,0.00909,codex-tool-output:6adb27484077
622,128,111,166.0,6.542,0.00525,codex-tool-output:6adb27484077
623,128,111,165.0,7.868,0.00643,codex-tool-output:6adb27484077
624,128,111,164.0,11.214,0.00938,codex-tool-output:6adb27484077
625,128,111,165.0,4.558,0.00407,codex-tool-output:6adb27484077
626,128,111,165.0,4.998,0.00398,codex-tool-output:6adb27484077
627,128,111,164.0,4.359,0.00355,codex-tool-output:6adb27484077
628,128,111,165.0,39.192,0.0327,codex-tool-output:6adb27484077
629,128,111,165.0,8.886,0.00725,codex-tool-output:6adb27484077
630,128,111,165.0,6.836,0.00573,codex-tool-output:6adb27484077
631,128,111,165.0,49.303,0.0409,codex-tool-output:6adb27484077
632,128,111,166.0,6.714,0.00564,codex-tool-output:6adb27484077
633,128,111,164.0,6.876,0.00576,codex-tool-output:6adb27484077
634,128,111,166.0,10.64,0.00878,codex-tool-output:6adb27484077
635,128,111,165.0,4.043,0.00353,codex-tool-output:6adb27484077
636,128,111,164.0,6.232,0.00519,codex-tool-output:6adb27484077
637,128,111,166.0,8.86,0.00708,codex-tool-output:6adb27484077
638,128,111,165.0,7.142,0.00566,codex-tool-output:6adb27484077
639,128,111,164.0,19.758,0.0162,codex-tool-output:6adb27484077
640,128,111,166.0,14.545,0.0119,codex-tool-output:6adb27484077
641,128,111,165.0,5.228,0.00423,codex-tool-output:6adb27484077
642,128,111,164.0,8.147,0.00675,codex-tool-output:6adb27484077
643,128,111,165.0,11.176,0.00911,codex-tool-output:6adb27484077
644,128,111,165.0,11.46,0.00928,codex-tool-output:6adb27484077
645,128,111,164.0,8.792,0.00701,codex-tool-output:6adb27484077
646,128,111,166.0,4.587,0.00357,codex-tool-output:6adb27484077
647,128,111,165.0,7.498,0.00605,codex-tool-output:6adb27484077
648,128,111,164.0,5.347,0.00415,codex-tool-output:6adb27484077
649,128,111,166.0,12.816,0.0103,codex-tool-output:6adb27484077
650,128,111,165.0,4.47,0.00348,codex-tool-output:6adb27484077
651,128,111,165.0,21.306,0.0171,codex-tool-output:6adb27484077
652,128,111,165.0,9.352,0.00755,codex-tool-output:6adb27484077
653,128,111,165.0,12.665,0.0101,codex-tool-output:6adb27484077
654,128,111,164.0,12.357,0.0103,codex-tool-output:6adb27484077
655,128,111,165.0,8.47,0.00655,codex-tool-output:6adb27484077
656,128,111,165.0,6.964,0.00534,codex-tool-output:6adb27484077
657,128,111,164.0,6.165,0.0047,codex-tool-output:6adb27484077
658,128,111,166.0,9.345,0.00792,codex-tool-output:6adb27484077
659,128,111,165.0,5.476,0.00457,codex-tool-output:6adb27484077
660,128,111,164.0,113.855,0.0909,codex-tool-output:6adb27484077
661,128,111,165.0,10.309,0.00824,codex-tool-output:6adb27484077
662,128,111,165.0,8.38,0.00661,codex-tool-output:6adb27484077
663,128,111,164.0,6.77,0.00516,codex-tool-output:6adb27484077
664,115,98,162.0,8.177,0.00647,codex-tool-output:6adb27484077
665,128,111,166.0,9.613,0.00738,codex-tool-output:6adb27484077
666,128,111,164.0,4.864,0.00367,codex-tool-output:6adb27484077
667,128,111,166.0,5.219,0.0041,codex-tool-output:6adb27484077
668,128,111,165.0,4.411,0.00334,codex-tool-output:6adb27484077
669,128,111,164.0,8.284,0.00671,codex-tool-output:6adb27484077
670,128,111,165.0,9.19,0.00712,codex-tool-output:6adb27484077
671,128,111,165.0,4.992,0.00396,codex-tool-output:6adb27484077
672,128,111,164.0,9.981,0.0077,codex-tool-output:6adb27484077
673,128,111,165.0,11.35,0.00866,codex-tool-output:6adb27484077
674,128,111,165.0,5.0,0.00386,codex-tool-output:6adb27484077
675,128,111,164.0,10.461,0.00818,codex-tool-output:6adb27484077
676,128,111,166.0,6.644,0.00504,codex-tool-output:6adb27484077
677,128,111,165.0,7.489,0.00581,codex-tool-output:6adb27484077
678,128,111,164.0,8.266,0.00639,codex-tool-output:6adb27484077
679,128,111,166.0,4.842,0.00359,codex-tool-output:6adb27484077
680,128,111,165.0,6.241,0.00491,codex-tool-output:6adb27484077
681,128,111,164.0,4.752,0.00369,codex-tool-output:6adb27484077
682,128,111,165.0,33.995,0.0263,codex-tool-output:6adb27484077
683,128,111,165.0,4.921,0.00396,codex-tool-output:6adb27484077
684,128,111,164.0,12.827,0.00985,codex-tool-output:6adb27484077
685,128,111,166.0,5.588,0.00445,codex-tool-output:6adb27484077
686,128,111,165.0,5.761,0.00439,codex-tool-output:6adb27484077
687,128,111,165.0,26.601,0.0203,codex-tool-output:6adb27484077
688,128,111,166.0,10.228,0.00779,codex-tool-output:6adb27484077
689,128,111,165.0,6.71,0.00494,codex-tool-output:6adb27484077
690,128,111,164.0,14.245,0.0112,codex-tool-output:6adb27484077
691,128,111,166.0,5.723,0.00452,codex-tool-output:6adb27484077
692,128,111,165.0,7.057,0.0053,codex-tool-output:6adb27484077
693,128,111,164.0,10.515,0.00777,codex-tool-output:6adb27484077
694,128,111,166.0,5.51,0.00416,codex-tool-output:6adb27484077
695,128,111,165.0,4.61,0.00326,codex-tool-output:6adb27484077
696,128,111,165.0,11.839,0.00885,codex-tool-output:6adb27484077
697,128,111,165.0,4.361,0.00317,codex-tool-output:6adb27484077
698,128,111,165.0,10.575,0.00778,codex-tool-output:6adb27484077
699,128,111,164.0,11.856,0.00894,codex-tool-output:6adb27484077
700,128,111,166.0,14.538,0.011,codex-tool-output:6adb27484077
701,128,111,165.0,4.805,0.00353,codex-tool-output:6adb27484077
702,128,111,165.0,9.169,0.00686,codex-tool-output:6adb27484077
703,128,111,166.0,13.668,0.0104,codex-tool-output:6adb27484077
704,128,111,165.0,12.841,0.0096,codex-tool-output:6adb27484077
705,128,111,164.0,7.632,0.00561,codex-tool-output:6adb27484077
706,128,111,165.0,7.805,0.00572,codex-tool-output:6adb27484077
707,128,111,165.0,8.802,0.00647,codex-tool-output:6adb27484077
708,128,111,164.0,7.974,0.00592,codex-tool-output:6adb27484077
709,128,111,165.0,5.705,0.00423,codex-tool-output:6adb27484077
710,128,111,165.0,6.817,0.00501,codex-tool-output:6adb27484077
711,128,111,164.0,6.177,0.00449,codex-tool-output:6adb27484077
712,124,107,165.0,5.055,0.00369,codex-tool-output:6adb27484077
713,128,111,165.0,4.892,0.00359,codex-tool-output:6adb27484077
714,128,111,165.0,9.339,0.00678,codex-tool-output:6adb27484077
715,128,111,166.0,9.384,0.00695,codex-tool-output:6adb27484077
716,128,111,165.0,10.978,0.00805,codex-tool-output:6adb27484077
717,128,111,167.0,11.698,0.00863,plain:qwen_continuation_draw_a_n1000_20260801.log
718,128,111,165.0,10.065,0.00739,plain:qwen_continuation_draw_a_n1000_20260801.log
719,128,111,164.0,9.416,0.00754,plain:qwen_continuation_draw_a_n1000_20260801.log
720,128,111,165.0,9.925,0.00715,plain:qwen_continuation_draw_a_n1000_20260801.log
721,128,111,166.0,4.118,0.00309,plain:qwen_continuation_draw_a_n1000_20260801.log
722,128,111,165.0,14.827,0.0109,plain:qwen_continuation_draw_a_n1000_20260801.log
723,128,111,167.0,5.45,0.00393,plain:qwen_continuation_draw_a_n1000_20260801.log
724,128,111,165.0,4.367,0.00324,plain:qwen_continuation_draw_a_n1000_20260801.log
725,128,111,165.0,20.796,0.0155,plain:qwen_continuation_draw_a_n1000_20260801.log
726,128,111,164.0,6.061,0.00434,plain:qwen_continuation_draw_a_n1000_20260801.log
727,128,111,165.0,10.365,0.00751,plain:qwen_continuation_draw_a_n1000_20260801.log
728,128,111,165.0,7.43,0.0054,plain:qwen_continuation_draw_a_n1000_20260801.log
729,128,111,164.0,5.594,0.00379,plain:qwen_continuation_draw_a_n1000_20260801.log
730,128,111,166.0,12.67,0.00918,plain:qwen_continuation_draw_a_n1000_20260801.log
731,128,111,165.0,5.355,0.00384,plain:qwen_continuation_draw_a_n1000_20260801.log
732,128,111,164.0,5.273,0.00358,plain:qwen_continuation_draw_a_n1000_20260801.log
733,128,111,165.0,7.709,0.00549,plain:qwen_continuation_draw_a_n1000_20260801.log
734,128,111,164.0,4.262,0.00294,plain:qwen_continuation_draw_a_n1000_20260801.log
735,128,111,164.0,8.067,0.00555,plain:qwen_continuation_draw_a_n1000_20260801.log
736,128,111,165.0,15.012,0.0109,plain:qwen_continuation_draw_a_n1000_20260801.log
737,128,111,164.0,12.866,0.00926,plain:qwen_continuation_draw_a_n1000_20260801.log
738,128,111,164.0,6.061,0.00428,plain:qwen_continuation_draw_a_n1000_20260801.log
739,128,111,165.0,4.385,0.00301,plain:qwen_continuation_draw_a_n1000_20260801.log
740,128,111,164.0,7.963,0.00571,plain:qwen_continuation_draw_a_n1000_20260801.log
741,128,111,164.0,11.476,0.00831,plain:qwen_continuation_draw_a_n1000_20260801.log
742,128,111,165.0,8.824,0.00616,plain:qwen_continuation_draw_a_n1000_20260801.log
743,128,111,165.0,6.607,0.00475,plain:qwen_continuation_draw_a_n1000_20260801.log
744,128,111,164.0,7.498,0.00535,plain:qwen_continuation_draw_a_n1000_20260801.log
745,128,111,165.0,6.63,0.00458,plain:qwen_continuation_draw_a_n1000_20260801.log
746,128,111,165.0,10.802,0.00773,plain:qwen_continuation_draw_a_n1000_20260801.log
747,128,111,164.0,5.646,0.00378,plain:qwen_continuation_draw_a_n1000_20260801.log
748,128,111,164.0,6.579,0.0048,plain:qwen_continuation_draw_a_n1000_20260801.log
749,128,111,164.0,4.397,0.00306,plain:qwen_continuation_draw_a_n1000_20260801.log
750,128,111,164.0,5.631,0.00388,plain:qwen_continuation_draw_a_n1000_20260801.log
751,128,111,165.0,8.409,0.00591,plain:qwen_continuation_draw_a_n1000_20260801.log
752,128,111,164.0,4.837,0.00348,plain:qwen_continuation_draw_a_n1000_20260801.log
753,128,111,164.0,8.055,0.00568,plain:qwen_continuation_draw_a_n1000_20260801.log
754,128,111,166.0,7.309,0.00509,plain:qwen_continuation_draw_a_n1000_20260801.log
755,128,111,165.0,7.243,0.00512,plain:qwen_continuation_draw_a_n1000_20260801.log
756,128,111,164.0,5.039,0.00355,plain:qwen_continuation_draw_a_n1000_20260801.log
757,128,111,165.0,9.811,0.00681,plain:qwen_continuation_draw_a_n1000_20260801.log
758,128,111,165.0,13.078,0.00911,plain:qwen_continuation_draw_a_n1000_20260801.log
759,128,111,164.0,29.609,0.0221,plain:qwen_continuation_draw_a_n1000_20260801.log
760,128,111,165.0,8.619,0.00594,plain:qwen_continuation_draw_a_n1000_20260801.log
761,128,111,165.0,3.899,0.00269,plain:qwen_continuation_draw_a_n1000_20260801.log
762,128,111,164.0,12.794,0.00876,plain:qwen_continuation_draw_a_n1000_20260801.log
763,128,111,165.0,5.978,0.00389,plain:qwen_continuation_draw_a_n1000_20260801.log
764,128,111,165.0,6.746,0.00464,plain:qwen_continuation_draw_a_n1000_20260801.log
765,128,111,164.0,3.895,0.00273,plain:qwen_continuation_draw_a_n1000_20260801.log
766,128,111,164.0,5.569,0.00369,plain:qwen_continuation_draw_a_n1000_20260801.log
767,128,111,165.0,3.969,0.00283,plain:qwen_continuation_draw_a_n1000_20260801.log
768,128,111,163.0,5.611,0.00383,plain:qwen_continuation_draw_a_n1000_20260801.log
769,128,111,164.0,6.333,0.00424,plain:qwen_continuation_draw_a_n1000_20260801.log
770,128,111,164.0,7.946,0.0054,plain:qwen_continuation_draw_a_n1000_20260801.log
771,128,111,164.0,10.999,0.00763,plain:qwen_continuation_draw_a_n1000_20260801.log
772,128,111,165.0,5.286,0.00369,plain:qwen_continuation_draw_a_n1000_20260801.log
773,128,111,164.0,15.56,0.0107,plain:qwen_continuation_draw_a_n1000_20260801.log
774,120,103,161.0,8.158,0.00546,plain:qwen_continuation_draw_a_n1000_20260801.log
775,128,111,164.0,10.698,0.00726,plain:qwen_continuation_draw_a_n1000_20260801.log
776,128,111,164.0,6.667,0.00451,plain:qwen_continuation_draw_a_n1000_20260801.log
777,128,111,164.0,15.006,0.0104,plain:qwen_continuation_draw_a_n1000_20260801.log
778,128,111,165.0,10.057,0.00683,plain:qwen_continuation_draw_a_n1000_20260801.log
779,128,111,164.0,19.789,0.0136,plain:qwen_continuation_draw_a_n1000_20260801.log
780,128,111,164.0,8.221,0.0055,plain:qwen_continuation_draw_a_n1000_20260801.log
781,128,111,164.0,12.097,0.00862,plain:qwen_continuation_draw_a_n1000_20260801.log
782,128,111,164.0,6.342,0.00418,plain:qwen_continuation_draw_a_n1000_20260801.log
783,128,111,164.0,6.94,0.00453,plain:qwen_continuation_draw_a_n1000_20260801.log
784,128,111,164.0,6.537,0.00444,plain:qwen_continuation_draw_a_n1000_20260801.log
785,128,111,164.0,5.19,0.00331,plain:qwen_continuation_draw_a_n1000_20260801.log
786,128,111,164.0,8.968,0.00618,plain:qwen_continuation_draw_a_n1000_20260801.log
787,128,111,165.0,7.492,0.00494,plain:qwen_continuation_draw_a_n1000_20260801.log
788,125,108,164.0,7.058,0.00456,plain:qwen_continuation_draw_a_n1000_20260801.log
789,128,111,163.0,6.602,0.00435,plain:qwen_continuation_draw_a_n1000_20260801.log
790,128,111,164.0,8.689,0.0058,plain:qwen_continuation_draw_a_n1000_20260801.log
791,128,111,164.0,5.366,0.00354,plain:qwen_continuation_draw_a_n1000_20260801.log
792,128,111,164.0,6.669,0.00438,plain:qwen_continuation_draw_a_n1000_20260801.log
793,128,111,165.0,8.753,0.00585,plain:qwen_continuation_draw_a_n1000_20260801.log
794,125,108,164.0,6.327,0.00411,plain:qwen_continuation_draw_a_n1000_20260801.log
795,128,111,164.0,3.694,0.00253,plain:qwen_continuation_draw_a_n1000_20260801.log
796,128,111,164.0,44.507,0.0301,plain:qwen_continuation_draw_a_n1000_20260801.log
797,128,111,164.0,6.571,0.00427,plain:qwen_continuation_draw_a_n1000_20260801.log
798,128,111,164.0,8.466,0.00564,plain:qwen_continuation_draw_a_n1000_20260801.log
799,128,111,165.0,5.304,0.00334,plain:qwen_continuation_draw_a_n1000_20260801.log
800,128,111,164.0,11.168,0.00747,plain:qwen_continuation_draw_a_n1000_20260801.log
801,128,111,163.0,7.612,0.00504,plain:qwen_continuation_draw_a_n1000_20260801.log
802,128,111,164.0,8.384,0.00546,plain:qwen_continuation_draw_a_n1000_20260801.log
803,106,89,156.0,5.735,0.00411,plain:qwen_continuation_draw_a_n1000_20260801.log
804,128,111,164.0,4.465,0.00301,plain:qwen_continuation_draw_a_n1000_20260801.log
805,128,111,164.0,13.432,0.00905,plain:qwen_continuation_draw_a_n1000_20260801.log
806,128,111,164.0,11.695,0.00766,plain:qwen_continuation_draw_a_n1000_20260801.log
807,128,111,164.0,5.268,0.00337,plain:qwen_continuation_draw_a_n1000_20260801.log
808,128,111,164.0,10.445,0.00679,plain:qwen_continuation_draw_a_n1000_20260801.log
809,128,111,164.0,8.198,0.00538,plain:qwen_continuation_draw_a_n1000_20260801.log
810,128,111,163.0,7.736,0.00507,plain:qwen_continuation_draw_a_n1000_20260801.log
811,128,111,164.0,6.624,0.00431,plain:qwen_continuation_draw_a_n1000_20260801.log
812,128,111,164.0,19.358,0.0128,plain:qwen_continuation_draw_a_n1000_20260801.log
813,128,111,163.0,15.263,0.0101,plain:qwen_continuation_draw_a_n1000_20260801.log
814,128,111,164.0,5.663,0.00372,plain:qwen_continuation_draw_a_n1000_20260801.log
815,128,111,164.0,20.767,0.0139,plain:qwen_continuation_draw_a_n1000_20260801.log
816,128,111,164.0,6.077,0.00402,plain:qwen_continuation_draw_a_n1000_20260801.log
817,128,111,165.0,9.694,0.00629,plain:qwen_continuation_draw_a_n1000_20260801.log
818,128,111,164.0,8.484,0.0055,plain:qwen_continuation_draw_a_n1000_20260801.log
819,128,111,164.0,5.19,0.00328,plain:qwen_continuation_draw_a_n1000_20260801.log
820,128,111,164.0,4.288,0.00278,plain:qwen_continuation_draw_a_n1000_20260801.log
821,128,111,164.0,6.34,0.00412,plain:qwen_continuation_draw_a_n1000_20260801.log
822,128,111,164.0,6.411,0.00412,plain:qwen_continuation_draw_a_n1000_20260801.log
823,128,111,164.0,4.168,0.00272,plain:qwen_continuation_draw_a_n1000_20260801.log
824,128,111,165.0,12.672,0.00824,plain:qwen_continuation_draw_a_n1000_20260801.log
825,128,111,164.0,4.152,0.00266,plain:qwen_continuation_draw_a_n1000_20260801.log
826,128,111,164.0,22.623,0.0148,plain:qwen_continuation_draw_a_n1000_20260801.log
827,128,111,164.0,4.446,0.00285,plain:qwen_continuation_draw_a_n1000_20260801.log
828,128,111,164.0,7.869,0.00507,plain:qwen_continuation_draw_a_n1000_20260801.log
829,128,111,164.0,34.864,0.0227,plain:qwen_continuation_draw_a_n1000_20260801.log
830,128,111,164.0,4.902,0.00311,plain:qwen_continuation_draw_a_n1000_20260801.log
831,128,111,163.0,17.932,0.0116,plain:qwen_continuation_draw_a_n1000_20260801.log
832,128,111,164.0,5.502,0.00337,plain:qwen_continuation_draw_a_n1000_20260801.log
833,128,111,164.0,12.989,0.00838,plain:qwen_continuation_draw_a_n1000_20260801.log
834,128,111,164.0,10.524,0.00668,plain:qwen_continuation_draw_a_n1000_20260801.log
835,128,111,165.0,5.737,0.0037,plain:qwen_continuation_draw_a_n1000_20260801.log
836,128,111,164.0,7.462,0.00464,plain:qwen_continuation_draw_a_n1000_20260801.log
837,128,111,164.0,11.813,0.00731,plain:qwen_continuation_draw_a_n1000_20260801.log
838,128,111,164.0,6.726,0.00465,plain:qwen_continuation_draw_a_n1000_20260801.log
839,128,111,164.0,7.424,0.00468,plain:qwen_continuation_draw_a_n1000_20260801.log
840,128,111,163.0,11.559,0.00737,plain:qwen_continuation_draw_a_n1000_20260801.log
841,128,111,164.0,4.49,0.00277,plain:qwen_continuation_draw_a_n1000_20260801.log
842,128,111,164.0,7.791,0.0048,plain:qwen_continuation_draw_a_n1000_20260801.log
843,128,111,164.0,8.026,0.00496,plain:qwen_continuation_draw_a_n1000_20260801.log
844,128,111,165.0,6.267,0.00387,plain:qwen_continuation_draw_a_n1000_20260801.log
845,128,111,165.0,7.249,0.00452,plain:qwen_continuation_draw_a_n1000_20260801.log
846,128,111,163.0,10.948,0.00694,plain:qwen_continuation_draw_a_n1000_20260801.log
847,128,111,164.0,8.405,0.00516,plain:qwen_continuation_draw_a_n1000_20260801.log
848,128,111,164.0,4.039,0.00259,plain:qwen_continuation_draw_a_n1000_20260801.log
849,128,111,163.0,11.13,0.00709,plain:qwen_continuation_draw_a_n1000_20260801.log
850,128,111,164.0,6.093,0.00375,plain:qwen_continuation_draw_a_n1000_20260801.log
851,128,111,164.0,7.493,0.00467,plain:qwen_continuation_draw_a_n1000_20260801.log
852,128,111,164.0,46.224,0.0301,plain:qwen_continuation_draw_a_n1000_20260801.log
